rank_test_score,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__eta,param_model__gamma,param_model__lambda,params,split0_test_score,split0_train_score
114,0.38335341551580315,0.0,0.3884980045675794,0.0,280.3282799720764,0.0,1.5508530139923096,0.0,0.01,0,1000,"{'model__eta': 0.01, 'model__gamma': 0, 'model__lambda': 1000}",0.38335341551580315,0.3884980045675794
115,0.38279729353971637,0.0,0.39013587395326305,0.0,262.6485638618469,0.0,1.5618219375610352,0.0,0.0001,0,1000,"{'model__eta': 0.0001, 'model__gamma': 0, 'model__lambda': 1000}",0.38279729353971637,0.39013587395326305
116,0.38224117156362963,0.0,0.3875521926688043,0.0,290.8272006511688,0.0,0.6233329772949219,0.0,0.1,100,1000,"{'model__eta': 0.1, 'model__gamma': 100, 'model__lambda': 1000}",0.38224117156362963,0.3875521926688043
117,0.38214848456761524,0.0,0.3877598099148769,0.0,277.2644736766815,0.0,1.6047072410583496,0.0,0.001,0,1000,"{'model__eta': 0.001, 'model__gamma': 0, 'model__lambda': 1000}",0.38214848456761524,0.3877598099148769
117,0.38214848456761524,0.0,0.3870446838450714,0.0,279.4336712360382,0.0,1.4072377681732178,0.0,0.01,10,1000,"{'model__eta': 0.01, 'model__gamma': 10, 'model__lambda': 1000}",0.38214848456761524,0.3870446838450714
119,0.38122161460747056,0.0,0.38706775242796837,0.0,272.9340546131134,0.0,0.9384911060333252,0.0,0.001,10,1000,"{'model__eta': 0.001, 'model__gamma': 10, 'model__lambda': 1000}",0.38122161460747056,0.38706775242796837
120,0.38103624061544167,0.0,0.3884057302359916,0.0,274.66742038726807,0.0,0.982372522354126,0.0,0.0001,10,1000,"{'model__eta': 0.0001, 'model__gamma': 10, 'model__lambda': 1000}",0.38103624061544167,0.3884057302359916
121,0.3789971267031236,0.0,0.38386121940529194,0.0,271.9646475315094,0.0,0.9225330352783203,0.0,0.0001,100,1000,"{'model__eta': 0.0001, 'model__gamma': 100, 'model__lambda': 1000}",0.3789971267031236,0.38386121940529194
121,0.3789971267031236,0.0,0.38386121940529194,0.0,274.3532598018646,0.0,1.0671460628509521,0.0,0.001,100,1000,"{'model__eta': 0.001, 'model__gamma': 100, 'model__lambda': 1000}",0.3789971267031236,0.38386121940529194
121,0.3789971267031236,0.0,0.38386121940529194,0.0,276.37684750556946,0.0,0.7220706939697266,0.0,0.01,100,1000,"{'model__eta': 0.01, 'model__gamma': 100, 'model__lambda': 1000}",0.3789971267031236,0.38386121940529194
124,0.37853369172305124,0.0,0.38326143624997117,0.0,229.6009464263916,0.0,0.36901187896728516,0.0,1,100,10000,"{'model__eta': 1, 'model__gamma': 100, 'model__lambda': 10000}",0.37853369172305124,0.38326143624997117
125,0.3713967930299379,0.0,0.37428775750305665,0.0,280.59456729888916,0.0,0.636298418045044,0.0,0.1,100,10000,"{'model__eta': 0.1, 'model__gamma': 100, 'model__lambda': 10000}",0.3713967930299379,0.37428775750305665
126,0.34609324311799056,0.0,0.3459826062884957,0.0,264.17049264907837,0.0,1.565812349319458,0.0,0.01,0,10000,"{'model__eta': 0.01, 'model__gamma': 0, 'model__lambda': 10000}",0.34609324311799056,0.3459826062884957
127,0.3453517471498749,0.0,0.3445754227317816,0.0,250.23875093460083,0.0,1.3713328838348389,0.0,0.0001,0,10000,"{'model__eta': 0.0001, 'model__gamma': 0, 'model__lambda': 10000}",0.3453517471498749,0.3445754227317816
127,0.3453517471498749,0.0,0.3445754227317816,0.0,261.31811928749084,0.0,1.4850282669067383,0.0,0.001,0,10000,"{'model__eta': 0.001, 'model__gamma': 0, 'model__lambda': 10000}",0.3453517471498749,0.3445754227317816
129,0.3441468162016869,0.0,0.3442755311541212,0.0,266.31077003479004,0.0,1.0940728187561035,0.0,0.01,10,10000,"{'model__eta': 0.01, 'model__gamma': 10, 'model__lambda': 10000}",0.3441468162016869,0.3442755311541212
130,0.34275651126147,0.0,0.3426376617684376,0.0,259.01727390289307,0.0,0.7021229267120361,0.0,0.0001,10,10000,"{'model__eta': 0.0001, 'model__gamma': 10, 'model__lambda': 10000}",0.34275651126147,0.3426376617684376
130,0.34275651126147,0.0,0.3426376617684376,0.0,253.81817936897278,0.0,0.6871621608734131,0.0,0.0001,100,10000,"{'model__eta': 0.0001, 'model__gamma': 100, 'model__lambda': 10000}",0.34275651126147,0.3426376617684376
130,0.34275651126147,0.0,0.3426376617684376,0.0,260.64990854263306,0.0,0.8876259326934814,0.0,0.001,10,10000,"{'model__eta': 0.001, 'model__gamma': 10, 'model__lambda': 10000}",0.34275651126147,0.3426376617684376
130,0.34275651126147,0.0,0.3426376617684376,0.0,255.61836552619934,0.0,0.7509911060333252,0.0,0.001,100,10000,"{'model__eta': 0.001, 'model__gamma': 100, 'model__lambda': 10000}",0.34275651126147,0.3426376617684376
130,0.34275651126147,0.0,0.3426376617684376,0.0,262.8978958129883,0.0,0.6143577098846436,0.0,0.01,100,10000,"{'model__eta': 0.01, 'model__gamma': 100, 'model__lambda': 10000}",0.34275651126147,0.3426376617684376
135,0.19788673649087032,2.7755575615628914e-17,0.2010657685298392,0.0,209.03395247459412,0.0,1.0491938591003418,0.0,1,100,0.01,"{'model__eta': 1, 'model__gamma': 100, 'model__lambda': 0.01}",0.19788673649087035,0.2010657685298392
