rank_test_score,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split0_train_score
1,0.30762813977199,0.0,0.9986389536090798,0.0,1.3234610557556152,0.0,0.01096963882446289,0.0,1,2,"{'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.30762813977199,0.9986389536090798
2,0.19297432570210404,2.7755575615628914e-17,0.42979076795312465,0.0,1.1588997840881348,0.0,0.014959335327148438,0.0,1,20,"{'model__min_samples_leaf': 1, 'model__min_samples_split': 20}",0.19297432570210402,0.42979076795312465
3,0.16674390583001206,0.0,0.24524210477750352,0.0,0.974393367767334,0.0,0.012965917587280273,0.0,1,100,"{'model__min_samples_leaf': 1, 'model__min_samples_split': 100}",0.16674390583001206,0.24524210477750352
4,0.16665121883399758,0.0,0.26607303513345176,0.0,0.9444704055786133,0.0,0.01296544075012207,0.0,20,2,"{'model__min_samples_leaf': 20, 'model__min_samples_split': 2}",0.16665121883399758,0.26607303513345176
4,0.16665121883399758,0.0,0.26607303513345176,0.0,0.9335036277770996,0.0,0.010969877243041992,0.0,20,20,"{'model__min_samples_leaf': 20, 'model__min_samples_split': 20}",0.16665121883399758,0.26607303513345176
6,0.1655389748818241,0.0,0.2280560105192738,0.0,0.9295120239257812,0.0,0.012965679168701172,0.0,20,100,"{'model__min_samples_leaf': 20, 'model__min_samples_split': 100}",0.1655389748818241,0.2280560105192738
7,0.15886551116878303,0.0,0.18920851692080556,0.0,0.7908840179443359,0.0,0.01296544075012207,0.0,100,2,"{'model__min_samples_leaf': 100, 'model__min_samples_split': 2}",0.15886551116878303,0.18920851692080556
7,0.15886551116878303,0.0,0.18920851692080556,0.0,0.7829039096832275,0.0,0.012966156005859375,0.0,100,20,"{'model__min_samples_leaf': 100, 'model__min_samples_split': 20}",0.15886551116878303,0.18920851692080556
7,0.15886551116878303,0.0,0.18920851692080556,0.0,0.48470425605773926,0.0,0.00897526741027832,0.0,100,100,"{'model__min_samples_leaf': 100, 'model__min_samples_split': 100}",0.15886551116878303,0.18920851692080556
